Event,Latitude,Longitude,Elevation [m],Depth [m],SST (1-12) [°C],O. universa [%],G. conglobatus [%],G. ruber [%],G. tenellus [%],G. sacculifer [%],S. dehiscens [%],G. aequilateralis [%],G. calida [%],G. bulloides [%],G. falconensis [%],G. digitata [%],G. rubescens [%],G. quinqueloba [%],N. pachyderma s [%],N. pachyderma d [%],N. dutertrei [%],G. conglomerata [%],G. hexagona [%],P. obliquiloculata [%],G. inflata [%],G. truncatulinoides s [%],G. truncatulinoides d [%],G. crassaformis [%],G. hirsuta [%],G. scitula [%],G. glutinata [%]
RC17-176,3.747,158.77,-3156,0.01,29.217,0.1,4.68,27.77,0.1,13.22,0.1,8.85,2.03,5.39,0.1,0.31,0.61,0,0,0,2.95,0.41,0.41,10.48,0,0,0,0.1,0,0,22.38
RC17-177,1.755,159.45,-2600,0.01,29.168,0.1,4.53,31.79,1.01,8.05,0.1,4.73,1.81,8.25,0.1,0,1.21,0,0,0,1.71,0.6,0,8.65,0,0,0,0,0,0,27.36
RC17-178,1.743,159.4,-2591,0.01,29.168,0.3,2.41,32.2,1.2,6.42,0.2,7.82,2.61,11.03,0,0.4,0.6,0,0,0,1.81,1,0.2,8.63,0,0,0,0,0,0,23.17
RC17-69,-31.5,32.607,-3380,0,22.506,1.13,0,31.78,2.4,10.59,0,2.4,9.46,5.93,5.93,0,1.13,0,1.13,0,1.13,9.46,0,0,4.67,8.2,1.13,0,1.13,0,2.4
RC18-47,-2.41,-85.99,-3203,0.01,22.304,0,0,0,0,0.21,0.21,0.21,0,1.13,0,0,0,0,0,1.13,96.41,0,0,0.21,0,0,0,0,0,0,0.51
RE009-7,59.653,-22.77,-2468,0,10.621,0.3,0,0,0,0,0,0,0,28.01,0.3,0,0,5.46,6.17,23.56,12.64,0,0,0,2.93,0,0,0,0.3,0.71,19.62
RIS-101,-7.467,-137.183,,0,27.074,0,1.89,0,0,0,5.66,9.43,1.89,0,0,0,0,0,0,0,7.55,15.09,0,54.72,0,0,0,0,0,0,3.77
RIS-103,-4.117,-133.967,,0,26.114,0,0,0,0,0,0,6.78,1.69,0,0,0,0,0,0,0,40.68,6.78,0,44.07,0,0,0,0,0,0,0
RIS-104,-1.667,-131.883,-4310,0,25.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.67,0,0,17.33,0,0,0,0,0,0,0
RIS-105,1.433,-130.567,,0,25.477,0,0,0,0,0,0,0,1.22,0,0,0,0,0,0,0,68.29,2.44,0,28.05,0,0,0,0,0,0,0
RIS-106,2.067,-132.533,-4310,0,25.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.47,0,0,10.53,0,0,0,0,0,0,0
RIS-108,5.633,-133.433,,0,26.801,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,46,2,0,46,0,0,0,0,0,0,0
RIS-121V,27.88,-132.62,,0.01,19.971,1.62,1.11,22.27,0,0.61,0,0.51,0.51,6.58,0.51,1.11,0.61,0,0.51,4.45,3.64,1.72,0.51,0,22.67,15.49,11.54,3.64,0,0.2,0.2
RIS-14,5.333,-117.917,-4330,0,26.083,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,84.62,3.85,0,9.62,0,0,0,0,0,0,0
RIS-15G,3.95,-118.05,-4100,0,25.147,0,0.33,5.57,0,3.44,0.82,2.95,0,0,0,0,0,0,0,0,57.05,9.84,0.33,15.08,0,0,0,1.15,0,0,3.44
RIS-17,4.733,-111.533,-4110,0,25.75,0,0,0,0,0,0,2.6,1.3,0,0,0,0,0,0,0,84.42,5.19,0,6.49,0,0,0,0,0,0,0
RIS-17G,4.73,-111.53,-4110,0,25.594,0,0,0,0,0,1.54,0.39,0,0,0,0,0,0,0,0,94.21,0.39,0,3.47,0,0,0,0,0,0,0
RIS-21G,5.53,-103.15,-3330,0,26.708,0,0.39,2.76,0.39,6.04,1.18,1.97,0.79,1.57,0,0.39,0,0,0,0,64.96,2.76,1.97,10.1,0,0,0,2.36,0,0,2.36
RIS-24,5.65,-99.933,-3310,0,26.785,0,0,0,0,0,2.78,1.39,0,0,0,0,0,0,0,0,86.11,5.56,0,4.17,0,0,0,0,0,0,0
RIS-29G,2.3,-89.45,-2230,0,25.243,1.28,1.28,0,1.28,0,1.28,2.56,3.85,0,0,0,1.28,0,0,0,60.26,2.56,1.28,2.56,1.28,0,0,0,0,1.28,17.95
RIS-32,-0.15,-85.983,-2770,0,23.745,0,0,0,0,0,0,0,10.71,0,0,0,0,0,0,0,77.38,0,0,1.19,0,0,0,0,0,0,10.71
RIS-33,-1.767,-85.5,,0,22.962,1.12,0,0,0,0,0,0,11.24,0,0,0,0,0,0,0,83.15,0,1.12,0,0,0,0,0,0,0,3.37
RIS-34,-2.767,-85.467,-3210,0,22.304,0,0,0,0,0,0,0,2.08,0,0,0,0,0,0,0,97.92,0,0,0,0,0,0,0,0,0,0
RIS-35,-3.867,-84.483,,0,21.626,0,0,0,0,0,0,0,5.26,14.74,0,0,0,0,0,0,77.89,0,0,0,0,0,0,0,0,0,2.11
RIS-51G,-13.533,-97.8,-3742,0,22.574,1.45,2.9,0,0,0,1.45,2.9,4.35,0,0,0,0,0,0,0,42.03,10.14,1.45,21.74,0,0,0,0,0,0,11.59
SCAN-015P,4.46,-140.247,-4383,0,26.994,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,58.33,0,0,40,0,0,0,0,0,0,0
SCAN-022PG,32.34,159.248,-3679,0.02,21.889,1.04,0,1.04,0,0,0,0,2.08,0,0,0,0,0,0,16.67,5.21,0,0,0,69.79,0,4.17,0,0,0,0
SCAN-023PG,32.313,159.218,-3470,0.02,21.889,0,0,1.06,0,0,0,0,5.32,0,0,0,0,0,0,25.53,6.38,0,0,0,56.38,0,5.32,0,0,0,0
SCAN-025G,31.898,157.247,-3489,0.04,22.501,1.06,0,2.13,0,0,0,0,6.38,0,0,0,0,0,0,19.15,5.32,0,0,0,62.77,0,3.19,0,0,0,0
SCAN-026G,31.858,157.353,-3622,0.05,29.299,1.08,0,3.23,0,0,0,0,6.45,0,0,0,0,0,0,20.43,8.6,0,0,0,60.22,0,0,0,0,0,0
SCAN-027G,32.617,158.237,-2644,0.1,21.896,3.16,0,4.21,0,1.05,0,1.05,20,0,0,0,0,0,0,11.58,7.37,0,0,0,44.21,0,3.16,0,1.05,1.05,2.11
SCAN-028G,32.232,157.663,-2858,0.04,21.897,0,0,4.17,0,2.08,0,0,12.5,0,0,0,0,0,0,13.54,9.38,0,0,1.04,47.92,0,7.29,0,0,1.04,1.04
SCAN-059P,11,-175.177,-4849,0,27.428,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,37.5,0,0,56.25,0,0,0,0,0,0,0
SCAN-065G,5.063,-155,-4449,0,27.438,0,0,0,0,0,1.59,1.59,0,0,0,0,0,0,0,0,12.7,0,0,84.13,0,0,0,0,0,0,0
SCAN-066G,0.99,-155.002,-4758,0,26.763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.63,1.59,0,77.78,0,0,0,0,0,0,0
SCAN-067G,-2.45,-155.03,-4920,0,27.04,0,0,0,0,0,3.77,0,0,0,0,0,0,0,0,0,9.43,0,0,86.79,0,0,0,0,0,0,0
SCAN-068G,-2.433,-155.048,-4950,0,27.04,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,9.33,0,0,89.33,0,0,0,0,0,0,0
SCAN-082P,0.442,-133.293,-4284,0,25.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.22,1.3,0,19.48,0,0,0,0,0,0,0
SCAN-083P,2.69,-130.487,-4410,0,25.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.29,0,0,15.71,0,0,0,0,0,0,0
SCAN-084P,2.485,-121.443,-4471,0,24.962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.24,0,0,4.76,0,0,0,0,0,0,0
SCAN-085P,2.427,-106.93,-3679,0,25.192,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,91.25,3.75,0,3.75,0,0,0,0,0,0,0
SCAN-086P,3.545,-99.48,-3441,0,25.659,0,2.35,0.94,0,1.41,1.88,2.82,0,0,0.94,0,0,0,0,0,82.14,3.29,0,4.23,0,0,0,0,0,0,0
SCAN-087P,4.26,-95.65,-3438,0,26.532,0,0,0,0,0,1.25,0,1.25,0,0,1.25,0,0,0,0,91.25,2.5,0,2.5,0,0,0,0,0,0,0
SCAN-088P,4.037,-85.58,-2874,0,26.626,0,0,0,0,0,0,1.06,2.13,0,0,0,0,0,0,0,95.74,0,0,0,0,0,0,0,0,0,1.06
SCAN-091G,0.1,-86.25,-2708,0,23.719,1.92,1.37,1.92,0,0,0,0,0,0,0,0,0,0,0,0,93.98,0,0,0.41,0,0,0,0,0,0,0.41
SCAN-091G,0.1,-86.25,-2708,0,23.719,0,0,0,0,0,0,0,1.22,0,0,0,0,0,0,0,93.9,0,0,2.44,0,0,0,0,0,0,2.44
SCAN-094P,-7.44,-102.64,-3900,0,24.324,0,0,0,0,0,1.64,0,0,0,0,0,0,0,0,0,91.8,0,6.56,0,0,0,0,0,0,0,0
SCAN-095G,-4.995,-114.082,-4189,0,24.77,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,92.21,0,0,6.49,0,0,0,0,0,0,0
SCAN-096P,1.483,-113.867,-3856,0,23.933,0.89,0.89,2.92,0,5.96,0.63,1.78,0,1.14,0,0,0.25,0,0,0,80.58,0,0.25,0,0,0,0,0,0,0.25,4.44
SCAN-096P,1.483,-113.867,-3856,0,23.933,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,90.8,2.3,0,5.75,0,0,0,0,0,0,0
SDS-93P,-1.333,167.38,-3965,0,28.866,0,2.22,0,0,0,1.11,5.56,1.11,0,0,1.11,0,0,0,0,8.89,1.11,0,76.67,0,0,0,0,0,1.11,1.11
SDS-93P,-1.333,167.38,-3965,0.02,28.866,0,2.08,1.04,0,9.38,0,5.21,0,0,0,0,0,0,0,0,8.33,1.04,0,71.88,0,0,0,0,0,0,1.04
SDS-95P,0.567,159.98,-2880,0.02,29.151,0,0,18.28,0,9.68,0,17.2,5.38,0,0,0,5.38,0,0,0,6.45,1.08,0,9.68,0,0,0,0,0,0,26.88
SDS-97P,0.8,154.77,-3030,0.07,29.599,0,1.01,24.24,1.01,11.11,0,7.07,9.09,0,0,0,1.01,0,0,0,3.03,1.01,0,8.08,0,0,0,0,0,0,33.33
SDS-98P,1.667,152.62,-3670,0.02,29.623,0,0,0,0,13.33,0,7.78,7.78,0,0,0,0,0,0,0,10,2.22,0,56.67,0,0,0,0,0,0,2.22
SOB-009G,30.913,-117.875,-2070,0.03,17.402,4.17,0,3.13,0,0,0,0,0,6.25,0,0,0,0,2.08,21.88,58.33,0,0,0,2.08,0,2.08,0,0,0,0
SOB-026GA,30.552,-118.14,-2975,0.07,17.144,1.04,0,0,0,0,0,0,0,2.08,0,0,0,0,6.25,46.88,40.63,0,0,0,0,0,0,0,0,0,3.13
SOB-031GA,29.862,-116.808,-1270,0.01,18.466,0.7,0,4.41,0,0,0,0.2,0.7,11.32,1.7,1,0,0.7,5.11,40.38,26.25,0,1.7,0,1.7,0.2,0.5,0.2,0,1,2.2
SP009-003,53.867,-21.133,-2743,0,12.7,0.31,0,0,0,0,0,0,0,20.69,0,0,0,2.14,5.3,26.5,24.06,0,0,0,11.82,0,1.02,0,0,0.82,7.34
SP010-005,63.483,-0.067,-2012,0,8.986,0.4,0,0,0,0,0,0,0,1.81,0,0,0,1.11,49.95,22.46,21.75,0,0,0,0.7,0.4,0,0,0,0,1.41
STYXIII-75G,-3.8,-166.1,-4911,0,27.875,0,0,0,0,0,3.23,4.84,6.45,0,0,0,0,0,0,0,4.84,6.45,0,74.19,0,0,0,0,0,0,0
STYXIII-77P,-3.8,-166.1,-5368,0,27.875,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,31.43,0,0,8.57,0,0,0,0,0,0,0
STYXIII-80FF-34,-3.8,-166.1,,0,27.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,0,0,95.74,0,0,0,0,0,0,0
STYXIII-81FF-41,-3.8,-166.1,,0,27.875,0,1.43,0,0,0,1.43,0,0,0,0,0,0,0,0,0,4.29,1.43,0,91.43,0,0,0,0,0,0,0
STYXIII-81FF-44,-3.8,-166.1,,0,27.875,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,83.33,0,0,0,0,0,0,0
STYXIII-84G,-3.8,-166.1,-5045,0,27.875,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,1.85,0,0,96.3,0,0,0,0,0,0,0
STYXIX-4CBX,2.183,-158.958,-4604,0,26.743,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,14.93,2.99,0,77.61,0,0,0,0,0,0,2.99
T29-17P,46.467,-128.717,,0.03,12.576,0,0,0,0,0,0,0,0,33.33,0,0,0,3.03,33.33,15.15,6.06,0,0,0,0,0,0,0,0,4.04,5.05
T29-19P,47.367,-127.9,,0.03,12.096,0,0,0,0,0,0,0,0,38.38,0,0,0,2.02,46.46,8.08,3.03,0,0,0,0,0,0,0,0,0,2.02
T29-20P,47.367,-127.9,,0.03,12.096,1.02,0,0,0,0,0,0,0,40.82,0,0,0,4.08,38.78,9.18,4.08,0,0,0,0,0,0,0,0,0,2.04
T29-22P,48.3,-127.533,,0.03,11.596,0,0,0,0,0,0,0,0,23.47,0,0,0,17.35,28.57,19.39,5.1,0,0,0,0,0,0,0,0,1.02,5.1
T29-4P,48.7,-130.067,,0.03,11.747,0,0,0,0,0,0,0,0,29.59,0,0,0,6.12,27.55,20.41,8.16,0,0,0,0,0,0,0,0,1.02,7.14
T29-5P,48.7,-130.067,,0.03,11.747,0,0,0,0,0,0,0,0,39.39,0,0,0,4.04,27.27,12.12,8.08,0,0,0,0,0,0,0,0,1.01,8.08
T39-15P,48.217,-129.25,,0.03,11.755,0,0,0,0,0,0,0,0,77.78,0,0,0,2.02,16.16,2.02,0,0,0,0,0,0,0,0,0,0,2.02
T39-17P,48.233,-130.033,,0.03,11.747,0,0,0,0,0,0,0,0,28.87,0,0,0,7.22,20.62,26.8,12.37,0,0,0,0,0,0,0,0,0,4.12
T39-18P,48.433,-129.867,,0.03,11.755,1.01,0,0,0,0,0,0,0,29.29,0,0,0,8.08,33.33,17.17,1.01,0,0,0,0,0,0,0,0,5.05,5.05
T39-22P,47.583,-129.5,,0.03,12.231,0,0,0,0,0,0,0,0,22.45,0,0,0,21.43,24.49,14.29,10.2,0,0,0,0,0,0,0,0,2.04,5.1
T39-23P,47.633,-128.666,,0.03,12.191,3,0,0,0,0,0,0,0,25,0,0,0,16,36,9,9,0,0,0,0,0,0,0,0,0,2
T39-24P,46.517,-126.717,,0.03,12.26,1.01,0,0,0,0,0,0,0,17.17,0,0,0,20.2,8.08,32.32,8.08,0,0,0,0,0,0,0,0,3.03,10.1
T39-25P,46.867,-128.183,,0.03,12.576,1.02,0,0,0,0,0,0,0,20.41,0,0,0,8.16,29.59,18.37,16.33,0,0,0,0,0,0,0,0,0,6.12
TET_38G,5.35,-160.5,-3614,0.06,27.377,0,2.11,10.53,0,16.84,0,10.53,2.11,0,0,0,0,0,0,0,1.05,9.47,0,25.26,0,0,0,0,0,0,22.11
TET-4G,4.567,-130.617,-4478,0,26.402,0,0,0,0,0,1.89,0,0,0,0,0,0,0,0,0,69.81,0,0,28.3,0,0,0,0,0,0,0
TET_41G,6.867,-158.733,,0,27.467,0,1.28,0,0,0,0,3.85,2.56,0,0,1.28,0,0,0,0,5.13,5.13,0,80.77,0,0,0,0,0,0,0
TET_43G,8.233,-157.85,,0,27.512,0,0,0,0,0,0,1.79,0,0,0,0,0,0,0,0,28.57,5.36,0,64.29,0,0,0,0,0,0,0
TET_44G,7.883,-157.483,,0,27.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.92,0,0,73.08,0,0,0,0,0,0,0
TET-5G,-1.783,-133.733,-4403,0,25.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.03,2.53,0,35.44,0,0,0,0,0,0,0
TET-6G,-2.517,-137.067,-4118,0,25.884,0,0,0,0,0,0,2.99,1.49,0,0,0,0,0,0,0,47.76,4.48,0,38.81,0,0,0,0,0,0,4.48
TET-7G,-0.15,-138.85,-4406,0,25.943,0,1.23,0,0,0,1.23,1.23,1.23,0,0,1.23,0,0,0,0,44.44,1.23,0,45.68,0,0,0,1.23,0,0,1.23
TET-7G,-0.15,-138.85,-4406,0.03,25.943,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,48.05,1.3,0,49.35,0,0,0,0,0,0,0
TET-8G,2.533,-141.133,-4435,0,26.631,0,0,0,0,0,1.54,1.54,1.54,0,0,1.54,0,0,0,0,63.08,1.54,0,26.15,0,0,0,1.54,0,0,1.54
TRI-02G,0.9,-88.017,-2575,0,23.659,0,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0,92.63,0,0,1.05,0,0,0,0,0,0,4.21
TSDY-10G,8.5,110.5,-1454,0,28.231,3.7,3.7,0,0.78,0,0.78,9.53,2.02,13.23,0,0,2.02,0,0,0,22.31,0,0,14.8,0,0,2.02,0,0.78,0,24.33
TSDY-11G,8.35,110.5,,0,27.56,0.62,0.62,0,5.5,0,0,9.13,1.76,14.83,0,0.62,5.5,0,0,0,20.23,0.62,0,5.5,0.62,0,0.62,0.62,0,3.73,29.46
TSDY-12G,7.5,109.5,-850,0,28.249,1.8,0.42,0,1.8,0,0,7.11,0.42,12.53,0,0.42,5.31,0,0,0,23.25,0,0,14.33,0,0,0,0,0,0,32.59
TSP-97G,-32.03,-139.42,-1361,0.04,19.821,0,0,9.38,0,5.21,0,1.04,3.13,4.17,4.17,0,2.08,0,0,0,16.67,0,0,7.29,10.42,0,1.04,0,0,1.04,34.38
V02-9,42.467,-54.9,-4702,0,15.417,0.21,1.96,1.03,0,0,0,0,0,4.43,0.52,0.21,0,2.47,8.25,22.68,33.2,0,0,0.21,22.89,0,0.21,0,0,0.52,1.24
V03-128,23.767,-92.47,-3590,0,26.097,2.28,0.98,54.24,0,14.13,0,0,2.61,2.28,0,0,0.65,0,0,0.33,2.93,0,0,6.41,0,0,9.02,0.33,0,0,3.8
V04-12,36.85,-21.017,-4500,0,19.286,1.21,0.6,12.79,0.6,6.85,0,1.71,2.32,9.97,18.63,0,0.2,0.81,0,2.92,4.63,0,0,0.2,15.01,3.52,4.63,0.4,2.92,2.11,7.96
V04-32,35.05,-11.62,-2296,0,18.948,1.39,0.32,15.86,2.79,3.43,0,1.71,1.07,8.57,20.36,1.71,1.07,0.64,0.64,4.18,6.54,0,0,0.32,11.04,1.39,2.47,0.32,1.39,5.14,7.61
V04-8,37.233,-33.13,-1697,0,20.037,0,0.32,15.61,1.27,3.48,0,2.53,1.27,12.76,14.35,0,5.06,0.95,0,1.27,3.8,0,0,0,7.59,7.28,4.75,0,2.53,5.7,9.49
V05-1,32.6,-69.5,-5323,0,23.219,0.65,1.41,31.16,0.33,4.13,0,2.06,0.33,22.58,4.45,0,0,0,0,0.65,2.39,0,0,1.41,21.61,3.8,0.65,0,2.39,0,0
V05-31,32.283,-65.12,-1597,0,23.066,0.93,1.35,25.75,2.6,2.28,0,2.91,2.91,2.28,20.56,0,4.88,0,0,1.35,1.66,0,0,0.31,8.1,7.48,2.6,0,3.22,0,8.83
V05-40,32.217,-64.72,-1953,0,23.054,0.62,0,32.99,3.1,1.14,0,7.96,2.9,7.14,17.58,0,1.76,0,0,0,0.62,0,0,0.62,2.28,6.2,0.83,0,4.55,0.62,9.1
V06-5,17.567,-63.57,-190,0,27.373,0,0,61.85,2.07,10.54,0,0.76,0,0,0,0,15.76,0,0,0,2.07,0,0,0,0,0,0.22,0,0,0,6.74
V07-13,29.283,-79.92,-452,0,25.939,2.08,0.44,32.42,0.66,6.13,0,14.13,4.71,1.64,0.66,0.77,1.2,0,0,0,5.7,0,0,0,0,0,0.44,0.22,0,0.44,28.37
V07-42,38.917,-57.13,-5260,0,22.157,1.17,0,9.67,0,1.17,0,0.64,0,1.81,0,0.32,0,0,1.49,19.77,27.95,0,0,5.74,22.74,1.81,1.17,0.32,2.44,0,1.81
V07-53,36.9,-54.03,-5427,0,22.11,0.33,0.33,16.7,0,0.33,0,0,0,18.14,0.66,0.66,0.33,0,0,6.31,10.51,0,0,3.87,35.29,5.2,0.66,0,0.66,0,0
V07-67,34.667,-61.45,-4308,0,22.514,0.73,0.52,22.57,0.21,3.76,0,3.24,0.52,13.58,7.73,0.21,0.21,0,0,1.46,4.91,0,0,1.04,8.67,12.43,1.04,0,8.15,0.52,8.46
V07-68,40.767,-64.6,-4133,0,19.534,0.53,1.06,1.06,0,0.53,0,0,0,1.48,1.06,0,0,0,5.81,25.9,35.2,0,0,3.07,20.82,0.21,0,0.21,0.53,0,2.54
V09-31,8.233,-37.87,-4204,0,27.027,0.53,0.53,43.47,0.32,33.58,0,6.84,0,0.32,0.53,0.32,1.05,0,0,0,3.05,0,0,0.32,0,0,0.53,0.32,0,0.32,8
V10-88,22.967,-38.2,-4971,0,24.08,0.21,4.11,73.18,0,10.17,0,1.85,0.21,0.21,0.82,0.62,0,0,0,0,0.62,0,0,0,3.91,1.03,1.64,0.41,0,0,1.03
V10-89,23.033,-43.8,-3523,0,24.552,1.02,0.31,50.31,8.79,5.52,0,5.21,1.02,0,2.25,0,7.16,0,0,0,0.31,0,0,0,0.61,2.25,2.97,0.31,0,0.61,11.35
V12-122,17,-74.4,-2800,0,27.552,2.95,0.33,47.48,0.33,21.66,0,2.63,1.97,0,0,0,2.95,1.31,0,0,3.94,0,0,0,0,0,0.66,1.31,0.33,0.66,11.49
V12-18,-28.7,-34.5,-4021,0,22.526,1.34,0.82,51.91,1.85,2.57,0,3.4,3.4,1.54,3.6,1.54,1.03,0,0,0.82,0.51,0,0,0,6.49,1.34,4.12,0,3.6,1.85,8.24
V12-4,24.283,-53.07,-5009,0,25.563,1.02,1.02,83.11,0,6.51,0,1.93,0.61,1.02,0,0.2,0,0,0,0,0.2,0,0,0,0.81,1.02,0.81,0.2,0.2,0,1.32
V12-43,-45.32,-57.98,-3880,0,8.582,0,0,0,0,0,0,0,0,15.21,0.41,0,0,3.6,9.66,4.01,8.43,0,0,0,52.21,5.65,0,0,0,0,0.82
V12-53,-40.9,-20.38,-3797,0,12.492,0.62,0,0,0,0,0,0,0,28.92,5.23,0,0,6.15,0.62,6.46,6.15,0,0,0,30.15,9.85,0,0,0.92,0.31,4.62
V12-56,-36.5,8.1,-3222,0,16.126,0.61,0,3.06,0,0.2,0,2.04,0.71,13.35,19.16,0.1,0,0.82,0.51,7.03,5.3,0,0.1,0,31.19,8.77,1.22,0,3.06,0.71,2.04
V12-66,-22.98,7.017,-2760,0,19.659,3.35,0,8.96,1.84,2.81,0,0.65,3.35,3.13,10.48,0,0.65,0,1.51,10.15,16.63,0,0,0,21.27,2.81,4.64,0.32,0.65,2.16,4.64
V12-7,11.2,-36.02,-5464,0,26.208,0.63,0.95,37.67,0,18.2,0,4.55,1.16,0.42,1.38,0.95,0,0,0.42,3.39,11.53,0,0,5.93,1.38,0.21,2.96,2.54,0,0,5.71
V12-79,-1.517,-11.78,-3823,0,25.637,0.21,0,37.04,1.71,20.77,0,2.46,0,0.21,5.89,0,1.5,0,0.21,1.28,6.42,0,0,6.21,1.28,0,0.21,0,0,0.54,14.03
V12-80,1.75,-16.05,-4918,0,26.799,2.24,0.5,11.57,0,40.92,2.24,5.97,0.25,0.25,0.25,1.12,0,0,0,0,16.67,0,0,11.57,1.74,0,0.5,1.74,0,0.25,2.24
V14-100,3.867,65.517,-3682,0,28.873,0,2.26,28.3,0.59,15.58,0,6.66,4.4,3.92,0,0.59,0,0,0,0,6.66,4.99,2.73,6.66,0,0,0,1.07,0,0,15.58
V14-101,8.65,58.567,-2849,0,27.661,0,1.42,26.07,0,9.95,0,1.9,0,11.85,1.42,0,1.42,0,0,0,7.11,0,0,4.74,0,0,0,0,0,0.47,33.65
V14-102,10.25,57.183,-3915,0,27.143,0.51,0,14.09,1.27,8.38,0.51,0.51,0.51,12.82,0,0,0,0,0.51,1.27,20.69,0,0.51,12.31,0,0,0,1.78,0,0.51,23.86
V14-102,10.25,57.183,-3915,0,27.143,0,0,1.34,0,2.68,1.34,8.31,1.34,2.68,1.34,0,0,0,1.34,0,34.32,0,0,30.29,0,0,0,0,0,0,15.01
V14-103,11.433,56.233,-4232,0,26.802,0.66,0.33,12.73,0.66,3.4,0.33,2.96,0.66,23.38,1.98,0.66,1.32,0.33,0,0,10.1,0,0.66,4.06,0,0,0,0,0,0.33,35.46
V14-103,11.433,56.233,-4232,0,26.802,0,0,14.97,0,1.83,0.46,1.83,0.46,23.31,2.29,0,2.29,0,0,0,7.89,0,0.46,7.89,0,0,0,0,0,0,36.34
V14-103,11.433,56.233,-4232,0,26.802,0,0,12.33,0,12.33,0,3.28,2.31,12.33,2.31,0,0,0,0,0,26.97,0,2.31,12.33,0,0,0,0,0,1.16,12.33
V14-104,13.433,53.45,-2670,0,26.408,0,0,20.69,0.69,4.46,0,0,0,18.17,0,0,3.2,0.69,0,0,6.86,0,1.26,6.29,0,0,0,0,0,0,37.71
V14-105,14.3,51,-2120,0,26.9,0,0,16.94,0,4.46,0,1.02,2.04,22.93,0.51,0.51,2.04,0.51,0.51,0,5.48,0,1.02,0,0.51,0,0,0,0,0.51,41.02
V14-106,12.867,48.4,-2144,0,27.601,0,0,25.34,0.37,3.57,0,1.97,1.97,18.94,0,0,2.34,0,0,0,2.83,0,0,1.23,0,0,0,0,0,0.74,40.71
V14-107,11.85,46.75,-1608,0,27.944,0,0,19.27,0,3.91,0,2.86,0.91,23.57,0.52,0.91,0.91,0,0,0,4.3,0,2.47,0.91,0,0,0,0,0,1.43,38.02
V14-108,12.617,45.633,-1176,0,28.177,0.48,0,19.86,0.48,2.03,0,0.48,2.87,23.56,0,0,0.48,0.84,0,0,2.03,0,0.48,0.48,0,0,0,0,0,0,45.93
V14-4,15.483,-40.52,-4473,0,25.76,0.75,2.03,54.11,1.71,16.86,0,7.26,1.07,0,1.07,0.75,1.39,0,0,0,1.71,0,0.32,0,0,0.32,2.03,0,0,0,8.64
V14-47,-50.77,-42.15,-1690,0,4.39,0,0,0.5,0,0,0,0,0,12.71,0,0,0.3,1.01,66.7,0.5,1.31,0,0,0,11.91,2.52,0,0,0,0,2.52
V14-5,0.85,-32.85,-3255,0,26.991,0,0,52.15,1.51,22.37,0.65,3.87,0.65,0,1.18,0,1.72,0,0,0,1.18,0,0,1.18,0.32,0,0,0,0,0.86,12.37
V14-7,-2.3,-36.13,-3830,0,27.16,0.59,0.59,51.52,0.23,21.43,0.23,5.62,0.23,0,0.23,0.59,0.23,0,0,0,2.58,0,0,6.44,0,0,0,0,0,0.23,9.25
V14-77,-29.63,32.867,-1818,0,23.432,0.41,1.45,30.02,1.45,9.42,0,6.11,5.8,6.11,3.31,0.72,0,0,0,0.41,7.56,0,0.41,4.35,5.38,0,0.41,0,0.41,0.72,15.53
V14-81,-28.43,43.783,-3634,0,22.826,1.03,0.72,38.12,1.03,9.4,0,1.76,5.89,4.86,2.79,0.31,1.34,0,0,0.72,2.79,0,0,1.03,10.02,0.31,0.31,0.31,0.31,1.03,15.91
V14-95,-4.3,64.817,-4513,0,28.721,0,1.03,20.12,0,13.35,0,1.03,1.03,3.29,0,4.52,0,0,2.26,2.26,39.01,1.03,0,4.52,2.26,1.03,0,0,2.26,0,1.03
V14-96,-2.833,66.3,-4135,0,28.913,1.54,4.61,5.48,0,5.48,0.88,4.61,0,0.88,0,2.41,0,0,0.88,0,41.89,8.55,0.88,17.76,0.88,0,2.41,0,0,0,0.88
